Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Jake Petricka","CHW","A,A+,AA,AAA,R","22-34",490,0.32398317,2.37971014,0.16892373,0.58517463,0.24590164,0.20869565,0.06956522,0.44,0.21517241,0.34482759,0.16520418,1997,3929,5926,"10534"
"Britt Reames","PIT","AAA","32-32",64.1,0.29949239,,,,,,,,,,,,,,"794"
"Jung Keun Bong","CIN","AA","25-25",17.2,0.32727273,,,,,,,,,,,,,,"82"
"Justin Thompson","MIL","AAA","33-33",35.1,0.30578512,,,,,,,,,,,,,,"8217"
"Dennis Tankersley","STL","AAA","27-29",407,0.31891892,1.16955017,0.20733249,0.42730721,0.3653603,0.19377163,0.09688581,0.49012346,0.22962963,0.28024691,0.08105263,1463,2337,3800,"1054"
"Jimmy Nelson","MIL","A,A+,AA,AAA,CPX,R","21-34",635.1,0.29670975,1.90593047,0.15062762,0.55708308,0.2922893,0.22699387,0.06543967,0.42725173,0.23094688,0.34180139,0.15156326,2952,5236,8188,"10547"
"Daniel Webb","TOR","A,A-,A+,AA,AAA,R","20-26",299.1,0.31896552,1.52702703,0.15955056,0.50786517,0.33258427,0.14189189,0.06081081,0.46080508,0.23411017,0.30508475,0.21119427,961,2112,3073,"10558"
"Brett Tomko","LAD","A+,AA,AAA,R","33-41",374,0.32883642,0.89922481,0.19275124,0.38220758,0.42504119,0.20736434,0.1124031,0.43815683,0.25707357,0.3047696,0.09192383,2283,3809,6092,"1056"
"Steve Karsay","CLE","AAA","34-34",18,0.20408163,,,,,,,,,,,,,,"829"
"Ramiro Mendoza","NYY","AAA","34-34",63.1,0.34210526,,,,,,,,,,,,,,"836"
"David Wells","BOS","AAA","43-43",10,0.24242424,,,,,,,,,,,,,,"855"
"Addison Reed","CHW","A,A+,AA,AAA,R","21-30",125.2,0.26714801,0.72142857,0.1299639,0.36462094,0.50541516,0.30714286,0.06428571,0.39298246,0.21403509,0.39298246,0.27603075,347,1084,1431,"10586"
"Chad Bettis","COL","A,A-,A+,AA,AAA","21-29",434.2,0.29783694,1.43414634,0.15993266,0.49494949,0.34511785,0.15121951,0.07560976,0.45535714,0.21185065,0.33279221,0.19832985,1405,3385,4790,"10587"
"Brandon Villafuerte","SFG","AA,AAA","30-32",144.2,0.30660377,1.14942529,0.15765766,0.45045045,0.39189189,0.25287356,0.05747126,0.44588745,0.23809524,0.31601732,0.12250217,423,728,1151,"1059"
"Scott Alexander","KCR","A,A+,AA,AAA,CPX,R","20-33",366,0.30252101,2.22794118,0.15414258,0.58381503,0.26204239,0.17279412,0.08455882,0.45205479,0.22739726,0.32054795,0.16321187,1547,3036,4583,"10591"
"Pedro Astacio","WSN","A+,AA,AAA","37-37",21,0.26027397,,,,,,,,,,,,,,"862"
"Mike Holtz","BOS","AAA","33-33",18.2,0.23529412,,,,,,,,,,,,,,"920"
"Terry Adams","PIT","AAA","33-33",63.1,0.28921569,,,,,,,,,,,,,,"946"
"Kevin Millwood","TEX","AA,AAA","32-36",98.2,0.31578947,1.34693878,0.21232877,0.45205479,0.33561644,0.17346939,0.10204082,0.42033898,0.27457627,0.30508475,0.08979592,547,923,1470,"106"
"Kevin Walker","TEX","AAA","29-30",147.2,0.34033613,1.31632653,0.16849817,0.47252747,0.35897436,0.26530612,0.06122449,0.45551601,0.21708185,0.32740214,0.07310924,456,734,1190,"1060"
"Chris Sale","CHW","A+,AA,AAA,CPX","21-34",52,0.375,1.13888889,0.19791667,0.42708333,0.375,0.27777778,0.08333333,0.39,0.21,0.4,0.22093023,254,520,774,"10603"
"Seth Rosin","SFG","A,A-,A+,AA,AAA","21-28",457.1,0.30574198,1.05794393,0.17713004,0.42301943,0.39985052,0.21308411,0.07663551,0.39146165,0.24602026,0.36251809,0.14223442,1937,4257,6194,"10606"
"David Coggin","ATL","AA","29-29",20,0.31081081,,,,,,,,,,,,,,"951"
"Jimmy Anderson","FLA","AAA","30-30",43.2,0.36428571,,,,,,,,,,,,,,"977"
"Brian Boehringer","DET","AAA","37-37",71,0.32388664,,,,,,,,,,,,,,"984"
"Ryan Tucker","FLA","A,A+,AA,AAA,R","19-25",524.1,0.30803289,1.18478261,0.16458853,0.45303408,0.38237739,0.19130435,0.03695652,0.42706645,0.23338736,0.33954619,0.16347291,1371,2856,4227,"1062"
"Donn Roach","LAA","A,A+,AA,AAA,R","20-29",904.1,0.31119353,2.80944882,0.17214237,0.61054073,0.21731691,0.16692913,0.08346457,0.50580431,0.22587065,0.26832504,0.10223237,3884,7942,11826,"10620"
"Madison Younginer","BOS","A,A-,A+,AA,AAA,R","19-27",520.2,0.32749676,1.45366795,0.1654629,0.49441891,0.34011819,0.2027027,0.06177606,0.42811705,0.23473282,0.33715013,0.14035909,2316,4089,6405,"10636"
"Adam Liberatore","TBR","A-,A+,AA,AAA,R","23-31",376.2,0.31363203,1.69805195,0.18208661,0.51476378,0.30314961,0.17207792,0.0487013,0.44612476,0.23913043,0.3147448,0.15653246,1646,3222,4868,"10637"
"Jason Arnold","TOR","AA","27-27",23.2,0.30188679,,,,,,,,,,,,,,"sa184119"
"Ramon Linares","PIT","A+","27-27",66.1,0.28191489,,,,,,,,,,,,,,"sa189015"
"Evan Fahrner","TOR","AA","28-28",51,0.30434783,,,,,,,,,,,,,,"sa198069"
"Andrew Bellatti","TBR","A,A-,A+,AA,AAA,R","17-31",575,0.3027406,0.74211248,0.18485237,0.34724005,0.46790757,0.24005487,0.0617284,0.45623836,0.24146493,0.30229671,0.20817271,1909,4576,6485,"10657"
"Stephen Pryor","SEA","A,A-,A+,AA,AAA,R","20-25",205,0.25720165,0.76419214,0.17382413,0.35787321,0.46830266,0.28384279,0.07423581,0.38922156,0.26147705,0.3493014,0.18133616,1031,1798,2829,"10663"
"Tyler Thornburg","MIL","A,A+,AA,AAA,R","21-33",489.1,0.30576631,0.93851718,0.19459053,0.38993238,0.41547708,0.21157324,0.10307414,0.42285298,0.26710335,0.31004367,0.14000867,2402,4519,6921,"10688"
"Damian Moss","ATL","AAA","29-33",222.1,0.35319767,1.92,0.19273302,0.53080569,0.2764613,0.16571429,0.08,0.47503782,0.24054463,0.28441755,0.09570871,1614,2231,3845,"107"
"Rodney Ormond","TOR","AA,AAA","29-29",79,0.2283105,,,,,,,,,,,,,,"sa198076"
"Jeremy Ward","TEX","AA,AAA","28-28",58,0.34104046,,,,,,,,,,,,,,"sa198084"
"Chris Jaile","SDP","A+","25-25",124.2,0.31969309,,,,,,,,,,,,,,"sa198337"
"Scott Copeland","BAL","A,A-,A+,AA,AAA","22-31",1200.1,0.30818278,2.6277713,0.16849425,0.60230008,0.22920567,0.13652275,0.11668611,0.52658885,0.22671855,0.24669261,0.12440602,5440,9712,15152,"10706"
"Red Patterson","LAD","A,A+,AA,AAA,R","23-29",542.2,0.31134565,1.05608974,0.15979044,0.43156516,0.4086444,0.21314103,0.09615385,0.41015873,0.24952381,0.34031746,0.16241471,2188,4554,6742,"10710"
"Drew Hutchison","TOR","A,A-,A+,AA,AAA","19-32",957,0.29642314,1.24867163,0.20181064,0.44322897,0.35496039,0.19872476,0.08926674,0.40981188,0.24824788,0.34194024,0.13638623,5037,9048,14085,"10732"
"Ben Davis","CIN","A+","32-32",11.2,0.3,0.83333333,0.21428571,0.35714286,0.42857143,0.08333333,0.08333333,0.29032258,0.32258065,0.38709677,0.44705882,11,74,85,"1074"
"Brett Evert","BOS","AA,AAA","25-25",54.1,0.28947368,,,,,,,,,,,,,,"sa198493"
"David Watkins","ATL","A,A+,AA","24-24",59.1,0.25454545,,,,,,,,,,,,,,"sa198497"
"Juan Ovalles","WSN","A+,AA","24-24",66.2,0.30722892,,,,,,,,,,,,,,"sa198556"
"Trevor Rosenthal","STL","A,AA,AAA,R","19-33",305.1,0.29615861,1.46494465,0.15012723,0.50508906,0.34478372,0.19188192,0.07749077,0.375,0.22330097,0.40169903,0.19094037,1098,2390,3488,"10745"
"Shane Greene","NYY","A,A-,A+,AA,AAA,CPX,R","20-34",676.1,0.33975309,1.45185185,0.17125689,0.4907361,0.33800701,0.20740741,0.05777778,0.46265761,0.22405432,0.31328807,0.17382813,2435,5245,7680,"10756"
"Freddy Garcia","PHI","A,A+,AAA,R","30-41",257.1,0.30186335,1.32525952,0.16934487,0.47342398,0.35723115,0.19723183,0.09342561,0.53679131,0.22798552,0.23522316,0.10954572,1139,2339,3478,"1077"
"Tyler Cravy","MIL","A,A+,AA,AAA,R","19-27",617,0.30074328,1.09985316,0.17053364,0.43445476,0.3950116,0.18942731,0.06901615,0.44183445,0.25727069,0.30089485,0.16835672,2292,4907,7199,"10770"
"Shane Wallace","TEX","A+,AA","25-25",37.2,0.40909091,,,,,,,,,,,,,,"sa198608"
"Matt Smith","STL","AA,AAA","27-27",43.2,0.34939759,,,,,,,,,,,,,,"sa198639"
"Justin Reid","LAD","AAA","29-29",107.2,0.31384615,,,,,,,,,,,,,,"sa198676"
"Josh Edgin","NYM","A,A+,AA,AAA,R","23-31",259.1,0.32383808,1.55140187,0.15217391,0.51552795,0.33229814,0.19626168,0.08411215,0.40291971,0.2379562,0.35912409,0.17843666,1292,2418,3710,"10796"
"Joe Nelson","KCR","AAA","31-35",104.2,0.29571984,1.06153846,0.27956989,0.37096774,0.34946237,0.21538462,0.09230769,0.42783505,0.24742268,0.32474227,0.10828025,486,770,1256,"108"
"John Halama","CLE","AAA","36-38",285.2,0.29752066,1.40243902,0.18679051,0.4747162,0.33849329,0.1554878,0.10060976,0.486,0.265,0.249,0.07037643,1586,2691,4277,"1080"
"Jake Dunning","SFG","A-,A+,AA,AAA,R","20-28",447,0.33605948,1.64676617,0.20180045,0.49662416,0.30157539,0.15422886,0.0920398,0.43519189,0.22954381,0.3352643,0.14134954,2166,4088,6254,"10803"
"Justin Echols","WSN","AA,AAA","25-25",124.2,0.30383481,,,,,,,,,,,,,,"sa198691"
"David Bradley","OAK","AA","28-28",131.1,0.32954545,,,,,,,,,,,,,,"sa198707"
"Jason Richardson","BOS","A+,AAA","26-26",75.1,0.34051724,,,,,,,,,,,,,,"sa198763"
"Mike Foltynewicz","HOU","A,A+,AA,AAA,R","18-27",697.2,0.30505051,1.32183908,0.17927882,0.46724225,0.35347892,0.23850575,0.07758621,0.4346969,0.23607689,0.32922622,0.15309407,2901,5486,8387,"10811"
"R.J. Alaniz","HOU","A,A+,AA,AAA,R","19-31",778,0.32693947,1.44929397,0.18076428,0.48475741,0.33447832,0.22207959,0.07702182,0.42791667,0.23083333,0.34125,0.12478219,3539,6791,10330,"10819"
"Michael Mariot","KCR","A+,AA,AAA,R","21-34",835.1,0.29490955,0.97713718,0.1777594,0.40636627,0.41587433,0.19582505,0.09840954,0.42239289,0.26192401,0.3156831,0.11799882,4243,7630,11873,"10835"
"Asher Wojciechowski","TOR","A-,A+,AA,AAA","21-33",1006.1,0.29972752,0.82352941,0.21169089,0.35601057,0.43229855,0.20702827,0.09167303,0.43543154,0.25113563,0.31343284,0.11918666,4766,9447,14213,"10836"
"Brian West","CHW","AA","25-25",69,0.29777778,,,,,,,,,,,,,,"sa198776"
"Jeff Heaverlo","LAA","AA,AAA","28-28",60.1,0.32105263,,,,,,,,,,,,,,"sa198830"
"Travis Thompson","TEX","AA","28-28",11.2,0.3255814,,,,,,,,,,,,,,"sa198862"
"Adam Kolarek","NYM","A,A-,A+,AA,AAA,R","21-34",622.1,0.30409694,2.01075269,0.17110716,0.553582,0.27531083,0.17419355,0.07096774,0.38731597,0.24235561,0.37032843,0.12347295,3308,5860,9168,"10843"
"Chasen Shreve","ATL","A,A+,AA,AAA,R","19-32",377.2,0.306,1.11227154,0.17110656,0.43647541,0.39241803,0.19060052,0.05483029,0.41437008,0.25295276,0.33267717,0.18305439,1543,3237,4780,"10855"
"Julio Mateo","PHI","AA,AAA","29-34",241.1,0.33006135,1.03323263,0.17826618,0.41758242,0.4041514,0.23564955,0.09063444,0.48751486,0.23305589,0.27942925,0.09693431,1033,2392,3425,"1087"
"Perci Garner","PHI","A-,A+,AA,AAA","21-28",523.1,0.30353698,2.01643192,0.15903141,0.56217277,0.27879581,0.15258216,0.05164319,0.50095238,0.19746032,0.3015873,0.17588028,2007,3673,5680,"10887"
"Richard Stahl","CIN","A+,AA,AAA","25-25",83.1,0.33207547,,,,,,,,,,,,,,"sa198866"
"Alex Santos","OAK","AA,AAA","28-28",32,0.33663366,,,,,,,,,,,,,,"sa198875"
"Derrick DePriest","KCR","AA","29-29",34.2,0.36036036,,,,,,,,,,,,,,"sa198902"
"Gil Meche","KCR","AA,AAA","30-31",21.1,0.23333333,1.2173913,0.16393443,0.45901639,0.37704918,0.04347826,0.04347826,0.37704918,0.27868852,0.3442623,0.10655738,141,225,366,"1089"
"Jamie Moyer","TOR","AAA","49-49",27,0.28571429,1.06451613,0.23809524,0.39285714,0.36904762,0.12903226,0.12903226,0.43678161,0.32183908,0.24137931,0.11258278,158,295,453,"1091"
"Christian Bergman","COL","A-,A+,AA,AAA,R","22-31",891.1,0.29874776,1.09742647,0.18761125,0.4250623,0.38732645,0.18566176,0.09375,0.44648424,0.22480083,0.32871493,0.11131974,3379,7805,11184,"10925"
"Ken Roberts","COL","A,A-,A+,AA,AAA,R","22-27",327.2,0.28397566,3.055,0.14989518,0.64046122,0.20964361,0.145,0.08,0.43843844,0.23323323,0.32832833,0.15818182,946,2354,3300,"10938"
"Jason Norderum","WSN","A+,AA,AAA","24-24",106.2,0.28698225,,,,,,,,,,,,,,"sa198982"
"Angelo Burrows","CHC","A+","25-25",12.2,0.34090909,,,,,,,,,,,,,,"sa199064"
"Victor Ramos","BOS","AA","24-24",35,0.27884615,,,,,,,,,,,,,,"sa199210"
"Joel Pineiro","BOS","A-,A+,AA,AAA,R","28-36",165.2,0.30948122,1.87096774,0.19964029,0.52158273,0.27877698,0.18709677,0.07741935,0.55908289,0.19929453,0.24162257,0.07315958,741,1446,2187,"1094"
"Josh A. Smith","CIN","A,A+,AA,AAA,CPX,R","22-33",1058,0.309957,0.88836105,0.20816733,0.37250996,0.41932271,0.24465558,0.06730008,0.46084434,0.23847889,0.30067676,0.13841434,4703,9638,14341,"10946"
"Jacob deGrom","NYM","A,A+,AA,AAA,R","22-34",339,0.31397638,1.40350877,0.178,0.48,0.342,0.19005848,0.06140351,0.42140791,0.23047252,0.34811958,0.1338785,1308,2972,4280,"10954"
"Jake Buchanan","HOU","A-,A+,AA,AAA,CPX","20-31",1250.1,0.32102066,2.16908213,0.19745535,0.54930267,0.25324199,0.15652174,0.09855072,0.48376313,0.24307545,0.27316141,0.10010135,5711,11062,16773,"10962"
"Bryan Digby","ATL","AA","24-24",19,0.43478261,,,,,,,,,,,,,,"sa199329"
"Steve Langone","PHI","AA","28-28",11,0.22580645,,,,,,,,,,,,,,"sa199381"
"Jeffrey Clark","SFG","A,R","26-26",13.2,0.30952381,,,,,,,,,,,,,,"sa199408"
"Tim Adleman","BAL","A,A-,A+,AA,AAA,R","22-34",665.1,0.29618001,1.23871907,0.19560669,0.44508368,0.35930962,0.21106259,0.09898108,0.4449518,0.25114155,0.30390665,0.12953483,3004,5982,8986,"10968"
"Ryan O'Rourke","MIN","A,A-,A+,AA,AAA,R","22-31",427.2,0.32434709,1.05117271,0.17918089,0.42064846,0.40017065,0.23454158,0.06823028,0.44270404,0.24319868,0.31409728,0.21062659,1440,3284,4724,"10976"
"Chase Whitley","NYY","A-,A+,AA,AAA,R","21-29",404,0.27922078,1.20197044,0.16759777,0.45437616,0.37802607,0.19211823,0.07142857,0.46763902,0.24430264,0.28805834,0.16886491,1627,3377,5004,"10982"
"Ben Rowen","TEX","A,A-,A+,AA,AAA,CPX","21-32",581,0.28983834,2.28671329,0.17495611,0.57401989,0.25102399,0.20512821,0.05827506,0.37642369,0.25113895,0.37243736,0.11078007,2186,5198,7384,"10983"
"Bryan Edwards","NYM","AA","26-26",87.2,0.27857143,,,,,,,,,,,,,,"sa199464"
"Jim Abbott","CIN","A+,AA","26-26",31.2,0.31460674,,,,,,,,,,,,,,"sa199494"
"Jeremy King","TOR","A+,AA","24-24",73.1,0.35856574,,,,,,,,,,,,,,"sa199517"
"Horacio Ramirez","ATL","A,AAA,R","26-39",530.2,0.30375612,2.33248082,0.1871491,0.56893325,0.24391765,0.14066496,0.1202046,0.49065702,0.23327306,0.27606992,0.06866088,2198,4254,6452,"110"
"Rafael Soriano","ATL","A+,AA,AAA,R","28-35",18.1,0.24444444,1.2,0.04347826,0.52173913,0.43478261,0.2,0.15,0.45833333,0.25,0.29166667,0.12442396,69,148,217,"1100"
"Kevin Shackelford","MIL","A,A+,AA,AAA,R","21-29",439.2,0.29795022,1.88549618,0.15937732,0.54929577,0.29132691,0.17048346,0.07633588,0.48275862,0.20977011,0.30747126,0.13678963,1661,3354,5015,"11012"
"Chris Rearick","TBR","A,A+,AA,AAA,R","22-29",345.1,0.30666667,1.28915663,0.19661734,0.45243129,0.35095137,0.15060241,0.06325301,0.45445445,0.23023023,0.31531532,0.19712016,1238,2790,4028,"11050"
"William Vazquez","NYM","A+,AA,AAA","26-26",26.2,0.375,,,,,,,,,,,,,,"sa199559"
"Wayne Lundgren","CIN","A,A+","24-24",30.1,0.36752137,,,,,,,,,,,,,,"sa199817"
"Eric Schmitt","ATL","AA,AAA","27-27",63.2,0.32432432,,,,,,,,,,,,,,"sa199827"
"Mickey Jannis","TBR","A-,A+,AA,AAA,R","22-33",766.1,0.3153116,1.46239211,0.17342715,0.49089404,0.33567881,0.18988903,0.0702836,0.46042003,0.24636511,0.29321486,0.10750158,3824,7227,11051,"11071"
"Casey Lawrence","TOR","A,A-,A+,AA,AAA","22-35",1445.1,0.30454042,1.39173228,0.19143744,0.47049689,0.33806566,0.17388451,0.08727034,0.46330375,0.23879628,0.29789998,0.1220644,5385,12286,17671,"11121"
"A.J. Griffin","OAK","A,A-,A+,AA,AAA,R","22-30",331.1,0.28445424,0.8997555,0.14802632,0.40350877,0.44846491,0.2591687,0.08801956,0.45164718,0.23060574,0.31774708,0.18150953,1104,2725,3829,"11132"
"John Gast","STL","A-,A+,AA,AAA","21-26",581.2,0.30574324,1.13458755,0.16335791,0.44469654,0.39194555,0.17655572,0.07525326,0.43225453,0.25068568,0.31705979,0.11854288,2845,5363,8208,"11133"
"Matt Merricks","LAD","A+","23-23",35,0.30864198,,,,,,,,,,,,,,"sa199850"
"Matthew Parris","PHI","A+","23-23",11.2,0.33333333,,,,,,,,,,,,,,"sa199854"
"Monte Mansfield","HOU","AA","25-25",52.2,0.30674847,,,,,,,,,,,,,,"sa199857"
"Mike Bolsinger","ARI","A,A-,A+,AA,AAA","22-29",613.1,0.31783402,1.69395712,0.18079431,0.51511559,0.3040901,0.15594542,0.07797271,0.46804836,0.25043178,0.28151986,0.13365794,2864,5351,8215,"11137"
"Merrill Kelly","TBR","A,A-,A+,AA,AAA,CPX","21-32",531.1,0.27659574,1.16694215,0.16603053,0.44910941,0.38486005,0.19338843,0.04628099,0.44683467,0.24953903,0.30362631,0.13466008,2391,4493,6884,"11156"
"Eric Jokisch","CHC","A,A-,A+,AA,AAA,R","20-28",1081.1,0.30327117,1.43936567,0.18990087,0.47800496,0.33209418,0.18283582,0.0858209,0.42865636,0.26099881,0.31034483,0.1146823,5136,9705,14841,"11157"
"Yhonathan Barrios","PIT","A,A+,AA,AAA,R","21-23",129.2,0.3042394,1.38636364,0.19847328,0.46564885,0.33587786,0.21969697,0.03787879,0.40841584,0.24009901,0.35148515,0.13572733,538,1105,1643,"11166"
"David Gil","WSN","AA,AAA","27-27",71,0.30222222,,,,,,,,,,,,,,"sa199899"
"Brandon Wilson","NYM","A,R","23-23",36.2,0.3046875,,,,,,,,,,,,,,"sa200010"
"Rob Henkel","BOS","AAA","27-27",26.2,0.36470588,,,,,,,,,,,,,,"sa200017"
"David Buchanan","PHI","A,A-,A+,AA,AAA,R","21-27",749.1,0.29389632,1.36900369,0.18939394,0.46843434,0.34217172,0.20787208,0.06765068,0.46005735,0.23064318,0.30929947,0.1142827,3260,6234,9494,"11176"
"Marco Estrada","WSN","A,A+,AA,AAA,R","22-35",512.1,0.31262393,1.10902256,0.16206124,0.44062733,0.39731143,0.18609023,0.07142857,0.43074692,0.26395939,0.30529369,0.13613861,1842,3814,5656,"1118"
"Vince Velasquez","HOU","A,A-,A+,AA,AAA,R","18-31",335.2,0.28395062,1.07598784,0.16093366,0.43488943,0.4041769,0.19148936,0.08510638,0.45357143,0.23452381,0.31190476,0.25994152,936,2484,3420,"11189"
"C.J. Riefenhauser","TBR","A,A+,AA,AAA,R","20-26",476.2,0.25928793,0.93877551,0.17391304,0.4,0.42608696,0.29128015,0.06864564,0.4478852,0.25528701,0.29682779,0.18802255,1575,3568,5143,"11193"
"Seung Hak Lee","PHI","AAA","27-27",93,0.28113879,,,,,,,,,,,,,,"sa200063"
"John Thomas","SDP","A+,AA","24-24",87,0.33976834,,,,,,,,,,,,,,"sa200089"
"Cory Morris","BAL","A-,AA,AAA","27-27",85,0.30379747,,,,,,,,,,,,,,"sa200170"
"Grant Dayton","FLA","A,A-,A+,AA,AAA,CPX,R","22-34",478,0.31097561,0.94042553,0.20764553,0.3840139,0.40834057,0.23829787,0.08085106,0.41547519,0.23549201,0.3490328,0.18009694,2024,4578,6602,"11203"
"Casey Sadler","PIT","A,A-,A+,AA,AAA,CPX","19-32",775.2,0.28864219,1.5868984,0.17589438,0.50553663,0.31856899,0.18983957,0.08957219,0.49917355,0.22644628,0.27438017,0.11654099,3475,6736,10211,"11209"
"Joe Nathan","MIN","AA,AAA","36-42",35,0.24719101,0.59183673,0.15217391,0.31521739,0.5326087,0.16326531,0.10204082,0.37234043,0.26595745,0.36170213,0.1127451,216,396,612,"1122"
"Russ Ortiz","ARI","A+,AAA","32-35",72.1,0.28510638,1.29411765,0.26875,0.4125,0.31875,0.23529412,0.07843137,0.47878788,0.20606061,0.31515152,0.09640103,303,475,778,"1124"
"Jeff Montani","BAL","A+","25-25",27.1,0.31764706,,,,,,,,,,,,,,"sa200172"
"Matt Yeatman","MIL","AA","23-23",70,0.359447,,,,,,,,,,,,,,"sa200663"
"Ryan Trytten","SDP","A+,AA","25-25",32.1,0.28571429,,,,,,,,,,,,,,"sa200670"
"Kevin Chapman","KCR","A+,AA,AAA","22-30",385.1,0.34533074,1.49068323,0.20357498,0.47666336,0.31976167,0.18012422,0.06832298,0.39425837,0.24114833,0.3645933,0.12756333,2498,4134,6632,"11240"
"Aaron Barrett","WSN","A,A-,A+,AA,AAA","22-34",287,0.2987013,1.45021645,0.17492711,0.48833819,0.33673469,0.18614719,0.08658009,0.45416079,0.25528914,0.29055007,0.19762533,1320,2470,3790,"11243"
"Rob Rasmussen","FLA","A,A+,AA,AAA","21-26",518.2,0.28733333,1.18035714,0.17611336,0.44601889,0.37786775,0.22857143,0.06785714,0.46940104,0.22981771,0.30078125,0.14892609,2249,4083,6332,"11250"
"Josh Spence","SDP","A,A-,AA,AAA,R","22-26",175,0.30480167,1.04945055,0.21966527,0.39958159,0.38075314,0.24175824,0.07142857,0.52244898,0.26326531,0.21428571,0.12965839,921,1655,2576,"11260"
"Anthony Rawson","OAK","A+,AA","25-25",45.1,0.34751773,,,,,,,,,,,,,,"sa200680"
"Chris Flinn","TBD","AA,AAA","25-25",74,0.3495935,,,,,,,,,,,,,,"sa200692"
"Kole Strayhorn","WSN","A+","23-23",26.2,0.36144578,,,,,,,,,,,,,,"sa200718"
"Logan Darnell","MIN","A,A+,AA,AAA,R","21-30",1039.2,0.31069144,1.41509434,0.18073758,0.48003657,0.33922585,0.18508535,0.08894879,0.51271437,0.23388527,0.25340035,0.10842939,4799,9081,13880,"11261"
"Lisalverto Bonilla","PHI","A,A-,A+,AA,AAA,R","19-29",613.2,0.30876979,1.40213523,0.16718075,0.48611968,0.34669957,0.19928826,0.08718861,0.49763033,0.23459716,0.26777251,0.18409714,2419,5240,7659,"11266"
"Zach Neal","FLA","A,A-,A+,AA,AAA,R","21-34",1215.2,0.30517153,1.29394602,0.20399899,0.44900025,0.34700076,0.20058352,0.10503282,0.48441366,0.23305294,0.2825334,0.10671771,5293,11424,16717,"11294"
"Jason Schmidt","LAD","A+,AAA","34-36",73,0.29864253,0.86,0.15068493,0.39269406,0.456621,0.24,0.06,0.45089286,0.29464286,0.25446429,0.15015974,315,624,939,"1131"
"David Maust","WSN","AA","27-27",121.2,0.27318296,,,,,,,,,,,,,,"sa200721"
"Anthony Pannone","SFG","A+,AAA,R","24-24",21,0.41269841,,,,,,,,,,,,,,"sa200739"
"Nick Moran","TBD","A+","26-26",49,0.37414966,,,,,,,,,,,,,,"sa200749"
"Tyler Lyons","STL","A,A+,AA,AAA","23-31",625,0.31015143,1.13389121,0.15,0.45166667,0.39833333,0.20781032,0.08368201,0.46358696,0.26141304,0.275,0.12013636,2713,5794,8507,"11334"
"Sean Nolin","TOR","A,A-,A+,AA,AAA,CPX,R","20-33",700.1,0.30765199,0.92383292,0.18607069,0.39085239,0.42307692,0.1990172,0.08599509,0.42741528,0.23874557,0.33383915,0.14003382,3073,6389,9462,"11341"
"Seth Frankoff","OAK","A,A-,A+,AA,AAA,R","21-32",658,0.30405781,1.45588235,0.15892557,0.49860101,0.34247342,0.22058824,0.09803922,0.48354021,0.25094441,0.26551538,0.17063197,2794,5276,8070,"11346"
"Pat Dean","MIN","A,A+,AA,AAA,R","21-30",956.2,0.31747993,0.99626028,0.18128834,0.40858896,0.4101227,0.19820494,0.08376963,0.45560538,0.25620329,0.28819133,0.09120252,3683,8400,12083,"11350"
"Brady Borner","PIT","AA","27-27",19,0.36231884,,,,,,,,,,,,,,"sa200816"
"Jim Bullard","SDP","AA","26-26",39.2,0.32142857,,,,,,,,,,,,,,"sa200899"
"Jon Skaggs","HOU","AA","28-28",30.1,0.31325301,,,,,,,,,,,,,,"sa200914"
"Brandon Cumpton","PIT","A,A-,A+,AA,AAA","21-30",602.2,0.3019958,1.94915254,0.17098994,0.54790895,0.28110111,0.16195857,0.086629,0.45310097,0.21732445,0.32957458,0.09209563,2908,5290,8198,"11366"
"Brett Eibner","TEX","A-,A+,AAA,R","29-32",28,0.32,1.25925926,0.18666667,0.45333333,0.36,0.2962963,0,0.32,0.22666667,0.45333333,0.13318284,156,287,443,"11369"
"Jerome Williams","CHC","A,A+,AA,AAA","24-36",500.1,0.31912302,1.36720554,0.18972332,0.46798419,0.34229249,0.15473441,0.13625866,0.46579554,0.27517294,0.25903151,0.10057847,1849,3510,5359,"1137"
"Tyrell Jenkins","STL","A,A+,AA,AAA,R","17-24",579,0.31587744,1.59336824,0.16516854,0.51292135,0.32191011,0.15008726,0.07678883,0.46706587,0.23843223,0.29450191,0.12013256,2629,4613,7242,"11378"
"Jeff Miller","SFG","AAA","26-26",22,0.2238806,,,,,,,,,,,,,,"sa200968"
"John Birtwell","OAK","A+,AAA","26-26",30.2,0.32978723,,,,,,,,,,,,,,"sa200973"
"David Rollandini","HOU","AA","27-27",76,0.25106383,,,,,,,,,,,,,,"sa201007"
"Jay Witasick","OAK","A+,AAA","33-34",28.1,0.18987342,1.71428571,0.13636364,0.54545455,0.31818182,0,0,0.52173913,0.17391304,0.30434783,0.14754098,41,81,122,"1138"
